username,acctdesc,location,following,followers,totalTweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Tickeron,Follow us to receive trading signals from our A.I.,"Sunnyvale, CA",788,4919,688912,2011-09-16 20:46:39,2020-07-11 11:36:48,1,$TEL in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/Rnw5eUUQRy #TEConnectivityLtdRegisteredShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/SNo8QzjD3K,"[{'text': 'TEConnectivityLtdRegisteredShares', 'indices': [121, 155]}, {'text': 'stockmarket', 'indices': [156, 168]}, {'text': 'stock', 'indices': [169, 175]}, {'text': 'technicalanalysis', 'indices': [176, 194]}, {'text': 'money', 'indices': [195, 201]}, {'text': 'trading', 'indices': [202, 210]}, {'text': 'investing', 'indices': [211, 221]}, {'text': 'daytrading', 'indices': [222, 233]}, {'text': 'news', 'indices': [234, 239]}, {'text': 'today', 'indices': [240, 246]}]"
origintokyo,Democrats & Antifa =TERRORISTS | ALL LIVES MATTER | TRUMP 2020,The Twitterverse ,943,222,3706,2014-04-16 08:30:44,2020-07-11 11:35:13,17,"BIG update just out in the $TEL Telegram by Parker Spann, a core member.  Price is pumping now and 8 figure bids are starting to stack! 

THIS GET ME FIRED UP-------------------------&gt;&gt;&gt;

""We are in the best position to succeed since the inception of this company."" 

Love it! https://t.co/FPwudqO9pw",[]
unahub,"The new paradigm internet combines #AI #blockchain #quantum into a smart, all in one platform for mass adoption. #mergers #BTC #ether #crypto #tokensale",,694,713,22980,2018-02-01 21:45:07,2020-07-11 11:32:39,1,"$AION Target Hit! 35% Profit🔥💥

For more Free signals, Join https://t.co/0mn1eN0aLS

$ELF $DATA $POE $CNX $MOD $OCN $TEL #bitcoin $VIA #cryptocurrency $BANCA $EDR $XRP $UPP $BTC $LINK $SNM $KICK $OCP 83371 https://t.co/4NdDtDba6c",[]
cryptoexp64212G,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,0,24,355,2020-04-06 12:21:21,2020-07-11 11:30:50,1,"$AION Target Hit! 35% Profit🔥💥

For more Free signals, Join https://t.co/0mn1eN0aLS

$ELF $DATA $POE $CNX $MOD $OCN $TEL #bitcoin $VIA #cryptocurrency $BANCA $EDR $XRP $UPP $BTC $LINK $SNM $KICK $OCP 83371 https://t.co/4NdDtDba6c","[{'text': 'bitcoin', 'indices': [121, 129]}, {'text': 'cryptocurrency', 'indices': [135, 150]}]"
cherak17,Позитивный,,34,1,314,2020-03-27 09:54:29,2020-07-11 11:23:14,0,@crypto_birb Can everyone register for Airdrop Ethereum and BAT @BAT_Airdrop? I advise ETH and BAT owners not to miss the earning opportunity.) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic,[]
CryptoChofo,,,241,175,1573,2017-12-21 17:35:28,2020-07-11 11:14:42,1,"$TEL, anything under 10 sats is a steal. However, right now with a few $100s you can buy millions. Do the math.",[]
Crypto0ne,"💎#TELCOIN  #Nash #NEX #BTC

Follow the chain 🦘",,426,163,471,2017-12-18 09:48:15,2020-07-11 11:03:21,0,#Telcoin you are my 💎. I see a very bright future 👍🏻💪🏻 #Crypto #Bitcoin #Telfam https://t.co/FDFVgVnE6L,"[{'text': 'Telcoin', 'indices': [0, 8]}, {'text': 'Crypto', 'indices': [55, 62]}, {'text': 'Bitcoin', 'indices': [63, 71]}, {'text': 'Telfam', 'indices': [72, 79]}]"
cryptoexp64212D,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,0,8,355,2020-04-06 12:16:00,2020-07-11 10:58:35,0,"$AION Target Hit! 35% Profit🔥💥

For more Free signals, Join https://t.co/dMm2YSVbAX

$POE $TRUE $OCN $ELF $BANCA $ETH #bitcoin #CRYPTO $EDR #ethereum $VIA $TEL $BTC $UPP $CNX $KICK $MOD $SNM $DATA 92417 https://t.co/Bdt9A2sMqh","[{'text': 'bitcoin', 'indices': [118, 126]}, {'text': 'CRYPTO', 'indices': [127, 134]}, {'text': 'ethereum', 'indices': [140, 149]}]"
kaching_king,Full Time #ForexTrader #CryptoTrader 💪🏻 Based in #Dubai 🙋🏼‍♂️,,33,212,463,2016-11-06 07:56:59,2020-07-11 10:57:29,0,"Everyone is entitled for their opinion. I believe that the step down of #telcoin ceo is the best thing to happen since its invention. Anyone with some logic would realize that project delays, horrible telegram channel and never meeting deadline was all a result of poor leadership","[{'text': 'telcoin', 'indices': [72, 80]}]"
Michael44132148,,,5,9,343,2018-03-06 19:24:57,2020-07-11 10:48:01,11,"Closing in on shitcoins and making the grand entry into top 100 #soon

$ocean

$qnt $ubt $xrp $xmr $dai $ewt $link $god $fun $rep $tel $tomo $ghost $etn $shit $coin $lambo $rari https://t.co/QNLqMh18AE","[{'text': 'soon', 'indices': [84, 89]}]"
Tosuaouma,,"Ho Chi Minh, Vietnam",279,32,527,2015-07-01 10:28:24,2020-07-11 10:30:41,1,@CryptoMichNL The most heavily undervalued altcoin is #Telcoin. You will not regret because of their solution for banked the unbanked people.,"[{'text': 'Telcoin', 'indices': [54, 62]}]"
TelcoinDaily,Shares the price and relevant information about #Telcoin every day #TEL | $TEL | #FinancialInclusion | #Fintech | #Blockchain | #Crypto #SendMoneySmarter,Server,234,552,1844,2019-01-15 09:52:17,2020-07-11 10:00:04,2,"Sats: 0.00000003 BTC

24h change: (20.42%)

USD: $0.000243
MarketCap: (1,248 BTC - 48,142 ETH)
Volume: $191,227 USD
Circulating Supply: 47,245,810,799 TEL

$TEL #TEL #Telcoin @Telcoin_team #SendMoneySmarter #FinTech #FinancialInclusion","[{'text': 'TEL', 'indices': [161, 165]}, {'text': 'Telcoin', 'indices': [166, 174]}, {'text': 'SendMoneySmarter', 'indices': [189, 206]}, {'text': 'FinTech', 'indices': [207, 215]}, {'text': 'FinancialInclusion', 'indices': [216, 235]}]"
maxcoinist,"Altcoin investor & heart giver, sitting Quamfy. No TAs here. #BTC #ETH #OMG  #QNT #XBASE #NULS #OLT #HOLO #FTM #cryptocurrency",Bullland,1865,408,3166,2017-08-23 05:44:33,2020-07-11 09:54:03,11,"Closing in on shitcoins and making the grand entry into top 100 #soon

$ocean

$qnt $ubt $xrp $xmr $dai $ewt $link $god $fun $rep $tel $tomo $ghost $etn $shit $coin $lambo $rari https://t.co/QNLqMh18AE","[{'text': 'soon', 'indices': [84, 89]}]"
Paul697Batito,"Entrepreneur and crypto investor. Stocks and Cryptocurrency Trader (Swing, Day, and Long #tel #tel #tel","Languedoc-Roussillon, France",177,207,8663,2017-12-23 22:23:53,2020-07-11 09:36:23,1,"$TEL had a perfect bounce off of support with a nice spike in volume, and we may close a weekly bullish engulfing candle. At 2.5 satoshis and great fundamentals, this coin could you a lot of money. https://t.co/CjQaYzecmT",[]
Paul697Batito,"Entrepreneur and crypto investor. Stocks and Cryptocurrency Trader (Swing, Day, and Long #tel #tel #tel","Languedoc-Roussillon, France",177,207,8663,2017-12-23 22:23:53,2020-07-11 09:35:32,3,"$TEL  👀

Paga Hits 15.8 M Users

Paga continues to prove doubters wrong and move closer to its goal of serving more than 1 billion customers globally.

https://t.co/hWBt3yrNEt",[]
Paul697Batito,"Entrepreneur and crypto investor. Stocks and Cryptocurrency Trader (Swing, Day, and Long #tel #tel #tel","Languedoc-Roussillon, France",177,207,8663,2017-12-23 22:23:53,2020-07-11 09:35:15,1,"@binance Name this project:

        ██     ==&gt; T
        ██     ==&gt; E
        ██     ==&gt; L
        ██     ==&gt; C
        ██     ==&gt; O
        ██     ==&gt;  I
        ██     ==&gt; N      _____
Fundamentals        Recognition

Send Money Smarter. #telcoin $tel",[]
dutchxrplink,"Fuck nude pictures, send me your playlist!

*motivation* https://t.co/l1EeNw2fDT








$xrp $link $ocean 

$qnt $dag $XAG",Nederland,651,345,6483,2012-01-30 21:41:00,2020-07-11 09:31:47,11,"Closing in on shitcoins and making the grand entry into top 100 #soon

$ocean

$qnt $ubt $xrp $xmr $dai $ewt $link $god $fun $rep $tel $tomo $ghost $etn $shit $coin $lambo $rari https://t.co/QNLqMh18AE","[{'text': 'soon', 'indices': [84, 89]}]"
CryptoM54863828,,,75,8,21,2020-07-07 17:19:22,2020-07-11 09:31:46,11,"Closing in on shitcoins and making the grand entry into top 100 #soon

$ocean

$qnt $ubt $xrp $xmr $dai $ewt $link $god $fun $rep $tel $tomo $ghost $etn $shit $coin $lambo $rari https://t.co/QNLqMh18AE","[{'text': 'soon', 'indices': [84, 89]}]"
infected_whale,What we know is a drop. What we don’t know is an $ocean,a simulation of the mind,1985,1244,4299,2018-06-30 11:53:53,2020-07-11 09:27:58,11,"Closing in on shitcoins and making the grand entry into top 100 #soon

$ocean

$qnt $ubt $xrp $xmr $dai $ewt $link $god $fun $rep $tel $tomo $ghost $etn $shit $coin $lambo $rari https://t.co/QNLqMh18AE","[{'text': 'soon', 'indices': [84, 89]}]"
infected_whale,What we know is a drop. What we don’t know is an $ocean,a simulation of the mind,1985,1244,4299,2018-06-30 11:53:53,2020-07-11 09:27:53,11,"Closing in on shitcoins and making the grand entry into top 100 #soon

$ocean

$qnt $ubt $xrp $xmr $dai $ewt $link $god $fun $rep $tel $tomo $ghost $etn $shit $coin $lambo $rari https://t.co/QNLqMh18AE","[{'text': 'soon', 'indices': [64, 69]}]"
Paul697Batito,"Entrepreneur and crypto investor. Stocks and Cryptocurrency Trader (Swing, Day, and Long #tel #tel #tel","Languedoc-Roussillon, France",177,207,8663,2017-12-23 22:23:53,2020-07-11 09:11:33,2,"$TEL 👀 🚀🚀🚀

GCash Transactions Balloon by 700% YoY in May.

GCash has been the top finance app in both Android and iOS and has consistently been included in the list of top apps next only to social media app TikTok 😁 and social conferencing app Zoom.

https://t.co/EbyAxvTCbm",[]
BAGGINTHS,"EMEME ANDREW
Member, Nigerian Society of Engineers and major proponent of Blockchain and Enterprise Technologies 
U.S Socio-Economic commentator
Less Narcissism",Jos,65,47,1159,2017-02-22 07:18:17,2020-07-11 09:10:03,0,@jozwe @a_a_ron_crypton 😳 do you even think Paga still remembers anything they have with $TEL? Those were just announcements to give the coin a little boost.,[]
Vooooooogel,,,634,67,193,2014-10-23 18:50:38,2020-07-11 09:07:19,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
a_a_ron_crypton,I HODL Telcoin.,,249,93,215,2017-04-25 20:01:44,2020-07-11 08:49:19,3,"$TEL  👀

Paga Hits 15.8 M Users

Paga continues to prove doubters wrong and move closer to its goal of serving more than 1 billion customers globally.

https://t.co/hWBt3yrNEt",[]
gohard1313,FOREX and  online Digital Currency Trader .,"Cairns, Queensland",1873,537,4393,2017-06-14 02:56:42,2020-07-11 08:39:29,6,A message from $TEL management. The future is extremely bright!! 🚀🚀🚀 https://t.co/uFdUTrZDj0,[]
bramey03807434,Made this account for all things animal crossing 🥰 Gay Activist and Singer 👨‍🎤,,6,14,38,2020-04-05 03:35:25,2020-07-11 08:38:39,1,"@binance Name this project:

        ██     ==&gt; T
        ██     ==&gt; E
        ██     ==&gt; L
        ██     ==&gt; C
        ██     ==&gt; O
        ██     ==&gt;  I
        ██     ==&gt; N      _____
Fundamentals        Recognition

Send Money Smarter. #telcoin $tel","[{'text': 'telcoin', 'indices': [262, 270]}]"
jozwe,"$TEL$VET
#blockchain#crypto",Nederland,204,61,160,2017-06-02 10:55:49,2020-07-11 08:29:01,3,"$TEL  👀

Paga Hits 15.8 M Users

Paga continues to prove doubters wrong and move closer to its goal of serving more than 1 billion customers globally.

https://t.co/hWBt3yrNEt",[]
hojetells,"🇧🇪$฿🕵️‍♂️
crush it up
You just talk a lot of shit but shit don't impress me",8540,101,40,1077,2018-04-29 15:32:50,2020-07-11 08:28:01,0,"@paddystash freakin love it, loaded up more at the bottom, feels so good $tel
imagine it gettin listed on big exchanges like #binance or #Huobi","[{'text': 'binance', 'indices': [125, 133]}, {'text': 'Huobi', 'indices': [137, 143]}]"
_GRlNGO_,#WWG1WGA 🇺🇸 🇵🇱 🛸 #QAnon #Q #Qarmy #TheGreatAwakening 🔥#MAGA https://t.co/wDZeL7BvIo $TEL,🆃🅴🅻🅲🅾🅸🅽 ,297,352,966,2011-03-08 16:06:15,2020-07-11 08:27:22,0,"@JayHao8 Here’s a pair for you TEL/ETH

$TEL",[]
gohard1313,FOREX and  online Digital Currency Trader .,"Cairns, Queensland",1873,537,4393,2017-06-14 02:56:42,2020-07-11 08:19:10,4,"#Telfam, enjoy your weekend.

Like i stated in previous Tweets; the course is clear, the partnerships are in, the usecase is about to go live and many other fundamentals are unchanged.

With Paul taking over the steer, we can sit down comfortable during the ride.

#Telcoin $TEL https://t.co/ki2mnmSWMF","[{'text': 'Telfam', 'indices': [12, 19]}]"
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-11 08:13:52,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
mohamed36824553,,,0,0,6,2020-07-11 07:56:54,2020-07-11 08:00:22,0,"@pesandapur @cz_binance @binance Airdrop BAT is the best of the best! For each ETH coin you hold in your wallet, you get 400 BAT (115 USD) for free @Airdrop_BAT 🍓 $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
Crypto0ne,"💎#TELCOIN  #Nash #NEX #BTC

Follow the chain 🦘",,426,163,471,2017-12-18 09:48:15,2020-07-11 07:57:55,17,"BIG update just out in the $TEL Telegram by Parker Spann, a core member.  Price is pumping now and 8 figure bids are starting to stack! 

THIS GET ME FIRED UP-------------------------&gt;&gt;&gt;

""We are in the best position to succeed since the inception of this company."" 

Love it! https://t.co/FPwudqO9pw",[]
Crypto0ne,"💎#TELCOIN  #Nash #NEX #BTC

Follow the chain 🦘",,426,163,471,2017-12-18 09:48:15,2020-07-11 07:56:37,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
QVRHxe8WfYe00rk,,,21,0,24,2020-06-27 05:05:03,2020-07-11 07:45:40,0,@binance @cz_binance @Chromia @pTokens_io Ethereum coin users will now be able to receive free bonuses in Basic Attention Token (BAT) tokens to @Airdrop_BAT their coins. ( $OAX $CNX $XRP $TEL $UPP $LINK $MOD $OCP ),[]
CCMedSci,Not financial advice 🛸,Mars Mission HQ,126,104,536,2019-03-21 09:09:10,2020-07-11 07:44:20,0,$TEL is going to MELT faces. Don't wait till the bull run to FOMO ;) https://t.co/AfJ80uC5dt,[]
kingb4a,Crypto trader  (no financial advice),"Amstelveen, Nederland",285,373,570,2019-02-25 18:34:06,2020-07-11 07:27:49,0,"$BAT Cup and handle on 1day time frame. Could be a nice run! 

$enj $link $poly $chr $hive $etc $neo $lto $bitc $vra $wrx $theta $vidt $ren $tel $coti $dag $chr $rsr $zrx $sntvt $chz  $xrp $eth $ada $trx $xvg $snt $bnb $zil $btc",[]
Maxmad19701,it’s absolutely free to be nice,Moon ,438,931,13155,2017-08-15 20:11:42,2020-07-11 07:26:06,4,"#Telfam, enjoy your weekend.

Like i stated in previous Tweets; the course is clear, the partnerships are in, the usecase is about to go live and many other fundamentals are unchanged.

With Paul taking over the steer, we can sit down comfortable during the ride.

#Telcoin $TEL https://t.co/ki2mnmSWMF","[{'text': 'Telfam', 'indices': [12, 19]}]"
Maxmad19701,it’s absolutely free to be nice,Moon ,438,931,13155,2017-08-15 20:11:42,2020-07-11 07:25:31,4,"💥💥 $TEL #TELCOIN 💥💥

The beast is AWAKE 

$TEL = the global leader in blockchain based remittance services in telecom 

CEO: Paul Neuner = 15 years a leader in telecommunication industry leading the juggernaut Mobius for 11 years prior to $TEL

🔎https://t.co/ZpqCypcop7 https://t.co/6kEqIPwtqy","[{'text': 'TELCOIN', 'indices': [22, 30]}]"
Maxmad19701,it’s absolutely free to be nice,Moon ,438,931,13155,2017-08-15 20:11:42,2020-07-11 07:25:06,3,Very large update coming from $TEL new CEO on Monday! They will open up the telegram channel then too!!! https://t.co/6zv1IWvtXT,[]
PlahAndy,,Украина,123,78,3043,2017-12-21 09:43:14,2020-07-11 07:08:55,17,"BIG update just out in the $TEL Telegram by Parker Spann, a core member.  Price is pumping now and 8 figure bids are starting to stack! 

THIS GET ME FIRED UP-------------------------&gt;&gt;&gt;

""We are in the best position to succeed since the inception of this company."" 

Love it! https://t.co/FPwudqO9pw",[]
TAKKONSOUL12,,,0,0,12,2020-07-11 06:49:33,2020-07-11 07:00:46,0,"@BigChonis (~ $115) free of charge. If you 10 ETH, the bonus will be 4000 BAT coins ($1200) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
Sergey05047227,,,7,1,15,2020-05-21 11:04:41,2020-07-11 06:58:17,0,"@pesandapur @cz_binance @binance Airdrop BAT is the best of the best! For each ETH coin you hold in your wallet, you get 400 BAT (115 USD) for free @Airdrop_BAT 🍓 $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-11 06:55:07,0,@binance $tel telcoin,[]
Alis26311533,,,0,1,18,2020-07-10 07:53:38,2020-07-11 06:49:39,0,@binance @cz_binance @Chromia @pTokens_io Can everyone register for Airdrop Ethereum and BAT @BAT_Airdrop? I advise ETH and BAT owners not to miss the earning opportunity.) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic,[]
gohard1313,FOREX and  online Digital Currency Trader .,"Cairns, Queensland",1873,537,4393,2017-06-14 02:56:42,2020-07-11 06:37:49,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
TelEvisor334,"I'm a simple TV.

Program: All day crypto and memes /

Holding Telcoin based on FA /

Trading Shitcoins based on TA /

No financial advice",Moms Basement,84,342,1255,2019-05-15 07:20:20,2020-07-11 06:01:43,24,A message from Telcoin management. The main chat will be back open on Monday.  #telcoin #telfam 👏👏👏 https://t.co/0ELiikGmeA,"[{'text': 'telcoin', 'indices': [92, 100]}, {'text': 'telfam', 'indices': [101, 108]}]"
